Nama_Tempat,Kategori,Jenis_Masakan,Latitude,Longitude,Alamat_Jalan,Kota
Cafe Wisma Betawi,cafe,,-6.122458937497346,106.93891187258123,Jalan Rawa Malang Rt.09/09,Jakarta Utara
Mercure,hotel,,-6.3292619023193115,107.2918842814325,,
POP! Hotel Kelapa Gading - Jakarta,hotel,,-6.155880744619638,106.90913796155164,"Jl. Boulevard Kelapa Gading Blok M, Sentra Kelapa Gading, Klp. Gading Tim., Klp. Gading",North Jakarta
Warung kopi,cafe,,-6.525505649999999,107.39044995000002,,
RM Sarimande Metropolitan,restaurant,,-6.37498285,106.91482654999999,,
Cafe Coffee Day,cafe,coffee_shop,-6.214191250000001,107.03667485,,
Myeong-ga Myeon-ok,restaurant,korean,-6.331126530816971,107.14573058740419,,
Hotel Ayola Cikarang,hotel,,-6.340895449999999,107.15397420000001,,
Bakso Dan Mie Ayam Raksasa,restaurant,,-6.257694531969349,107.02108515261364,,
Alfamart Jembatan 1,supermarket,,-6.273056393477462,107.00840322597666,,
RM Denai,restaurant,,-6.281437693902582,107.00677798079754,,
Ayam Galau Siliwangi,restaurant,chicken;regional;indonesian;Restoran;Rumah_Makan;Ayam_Bakar;Ayam_Penyet;Ayam_Grepek,-6.299619442768441,107.30494285761787,"Jl. Siliwangi Nagasari, Karawang Barat, Jawa Barat, Indonesia",Karawang
Cibiuk Resto,restaurant,indonesian,-6.1583232498265845,106.99788924050681,,
Alfamart Raffles Hills,convenience,,-6.393885017449305,106.90018311373488,,
Samedja,cafe,sundanese,-6.23823225892883,106.99370937530057,,
Alfa Mart,convenience,,-6.352280299999999,106.9381117,,
Warkop Pertigaan Padang,coffee,,-6.352466425460001,106.93672755432314,,
Rumah Makan Sefood,restaurant,,-6.351726199999999,106.93608654999997,,
Ikan Bakar Cianjur,restaurant,regional,-6.160650273883424,106.97433808733244,,
GS Supermarket Jatibening,supermarket,,-6.267694293112915,106.94363522336396,Jalan Raya Jatibening,
Ikhlas Mart,convenience,,-6.283265215152473,106.93815178340014,Jalan Duta Indah Raya,Bekasi
Red Door Mahkota Tarumanegara,hotel,,-6.296577004966832,107.29209322338959,,
Taman Mesjid Baiturohim,park,,-6.442696264959996,106.9114883621323,,
Prime Plaza Hotel Purwakarta,hotel,,-6.439374337604241,107.46314891974586,Kota Bukit Indah,Purwakarta
Primebiz Karawang,hotel,,-6.42752001786326,107.42835907652226,Kota Bukit Indah,Karawang
Starbucks Galuh Mas,cafe,coffee_shop,-6.326068249046875,107.29230256893051,,
McDonald's Galuh Mas Karawang,fast_food,burger;chicken;ice_cream,-6.3292767,107.29611029999998,Jl. Arteri Galuh Mas,Karawang
Almaz Fried Chicken Galuh Mas Karawang,restaurant,chicken,-6.3291667473124775,107.29591570828292,Jl. Arteri Galuh Mas,Karawang
KFC Zamrud Bekasi,fast_food,chicken,-6.320917784684088,107.01644016491193,Jalan Raya Zamrud Selatan,Bekasi
Indomaret Plus,convenience,,-6.278835370454219,107.0067324027267,,
Rusmin Jenggot,butcher,,-6.2920057127309725,106.99892061564134,,
Warteg Gina,restaurant,,-6.293364090080363,106.99856527668369,,
Gado Gado 69,restaurant,,-6.297637168552942,106.99260889395981,,
Warteg Barokah,restaurant,,-6.294952290703258,106.99708216193841,,
Timbul Jaya,restaurant,,-6.262180710202759,106.99898794662016,,
Batiqa Hotel & Apartment,hotel,,-6.373874494966255,107.32815710017731,,
Delonix Hotel,hotel,,-6.348969997620876,107.28563054693777,,
Pempek Gaby - Stasiun Bekasi,restaurant,,-6.237066860619541,106.99887831458851,,
Circle K - Veteran Bekasi,convenience,,-6.237862016005081,106.99987384420062,,
Indomaret Bekasi TImur Regensi 5,convenience,,-6.334961673535976,107.01030689030033,,
Alfamart Bekasi Timur Regensi 5,supermarket,,-6.335936449999999,107.0102756,,
Omah Layana,restaurant,,-6.468748774664508,106.97396776899468,,
Kantin,food_court,,-6.2769656579742925,107.01022894452642,,
Warung Tape Uli,food_court,,-6.3725730359952575,106.93981639407954,,
Warung Tekko,restaurant,indonesian,-6.247746577970064,106.95678327041178,,
Sweet. Munjuljaya,cafe,coffee_shop;es_teh,-6.546298950000001,107.44827059999997,,Purwakarta
Lembah Nusa,guest_house,,-6.582149816078931,106.95637335129285,,
Hotel Omega,hotel,,-6.297481950170893,107.29807979408214,,
Hotel SM,hotel,,-6.27332535,107.09687105000002,,
Warung Susu Jahe Mama Egi,cafe,milk_with_ginger,-6.3454133093986975,106.95679527096462,,
Ibis Budget,hotel,,-6.3423430724593395,107.11975729605368,,
Warung Desi MTB Jonggol,restaurant,,-6.499439825857767,107.03379319974536,,
Super Indo Padurenan,supermarket,,-6.319659955913865,107.01391166973319,,
Dua Arah,cafe,,-6.465773797724187,106.90572682416463,,
Taman Wisata Kuliner Stadion Patriot Chandrabaga,restaurant,,-6.236340098535858,106.99150145440957,,
Bakso lapangan Tembak Senayan,restaurant,,-6.240017903627757,106.99346183167395,,
Naga Swalayan Pondok Ungu,supermarket,,-6.196790004839079,106.97475593613598,,
Kopi Kenangan x Cerita Roti - Dapur Kitchen Bekasi,cafe,,-6.2359337499999965,107.00027315,,
Warteg Putra Bahari 153 - Marga Mulya,restaurant,,-6.235671972272458,107.00016684160397,,
RM. Garuda,restaurant,,-6.228366584049916,107.00185885441968,,
Warung Nasi Goreng Opang - Pasirsari,restaurant,,-6.31697360000001,107.13974280000001,,
Gran Surya Hotel Cikarang,hotel,,-6.31257044806267,107.14010042562322,,
Farmers Market,supermarket,,-6.2804389373510165,107.04682655886543,,
Mr. Jack,cafe,,-6.279178937046121,107.04637630420747,,
Cikarang Primebiz Hotel,hotel,,-6.316247596412896,107.13726546364272,,
Gobox Lippo Cikarang,supermarket,,-6.3256092670555955,107.12466297393816,,
Hoka Hoka Bento,restaurant,,-6.325057037146188,107.12425303020589,,
Saribungo,restaurant,indonesian,-6.254128060099029,106.95208533180224,Caman,
Hotel Putra Mulia,hotel,,-6.277355369089977,106.95184659581506,,
Harper Cikarang,hotel,,-6.345726617617564,107.1657786810135,,
Indomaret Ruko La Monte,convenience,,-6.291444699226844,107.03505103368626,,
Penginapan,hotel,,-6.521897554474903,107.39477402128506,,
Seribu Rasa,restaurant,,-6.224568184762508,107.00281930217848,Jalan Bulevar Ahmad Yani,"Bekasi, West Java"
J.CO Donuts & Coffee,cafe,,-6.296718714047747,106.95863696939564,Jalan Wibawa Mukti II,"Jati Asih, Bekasi"
Soto Padang Asli,restaurant,padang,-6.367634634033944,107.36023285175905,,
Bebek Dower,restaurant,,-6.367875700000001,107.3605592,,
Upnormal Coffee & Bakso Boejangan,restaurant,,-6.366913776106103,107.36048416055417,,
solaria,restaurant,,-6.2078428023099494,107.02114399910894,,
Restoran 99 Seafood,restaurant,seafood,-6.2195014273417355,106.93149094931267,,
Seblak Koceak,fast_food,,-6.268925973475075,107.00665502880877,"P2J4+CMR, Jl. Pengasinan, RT.008/RW.002, Pengasinan, Kec. Rawalumbu, Kota Bks, Jawa Barat 17115",Kota Bekasi
Enso,hotel,,-6.290852037226557,107.08286916658061,,
Swiss-Bel Express,hotel,,-6.269572449105805,107.03824157620883,,
Warung Tegal Bahari,restaurant,regional,-6.28344725,106.9301117,,
Rumah Makan Pagi Sore,restaurant,regional,-6.283236322774242,106.92961546682955,,
Fresh Market Galaxy,supermarket,,-6.275392720188354,106.97298645195029,,
Market City Kota Wisata,supermarket,,-6.350135856286855,106.96221217439643,Jalan Raya Kota Wisata,Kabupaten Bogor
Ibis Styles,hotel,,-6.2900955000000005,107.1717314,,
Supermarket,supermarket,,-6.513504799999998,107.40615120000001,,
Hotel,hotel,,-6.522371726406324,107.39548899302025,,
Warkop Medan,restaurant,,-6.278669621754566,106.97399346237394,Jalan Boulevard Raya Barat,Kota Bekasi
Raja Cafe,restaurant,,-6.278338424407505,106.97446049022427,Jalan Ruko Cordova 1,Kota Bekasi
Warung Makan,restaurant,,-6.541796649999997,107.39151664999999,,
Papaya Fresh Gallery,supermarket,,-6.328898749999999,107.13446669999999,,
Artotel Casa,hotel,,-6.365969999999999,107.17758669999999,,
Ezra Food and Coffee,cafe,seafood;coffee_shop;regional,-6.26653010934355,106.97069629862492,"Jln. Pulo Ribung Raya Blok. RGL no 1B, Bekasi,",Kota Bekasi
Taman Burung Jatibening Estate,park,,-6.26381032191769,106.95243240182093,,
Food City Galaxy,food_court,,-6.274154701347804,106.97633073239396,,Kota Bekasi
RM Palapa,restaurant,,-6.28492766576124,106.93382855097941,,
Amaroossa Grande Bekasi,hotel,,-6.250504386189312,106.99225079276312,Jalan Ahmad Yani,Kota Bekasi
Lawless,fast_food,burger,-6.221997760166419,106.99662894147562,,
Menya Musashi Bukotsu,restaurant,japanese,-6.222022139641508,106.99684357464872,,
Vilo,ice_cream,,-6.222069357616033,106.99707205717222,,
Kopi Nako,cafe,coffee_shop,-6.222070597453104,106.99756150683065,,
Karnivor,restaurant,steak_house,-6.22739745,106.99750525,,
Mie Ayam Pangsit Dua Putra Boyolali,restaurant,mie_ayam,-6.2950263021117525,106.99756409878717,,
Hotel Santika Mega City Bekasi,hotel,,-6.249863500685129,106.99381471556708,,
Mitra10 Karawang,supermarket,,-6.311801433583524,107.27221022960691,,
GTV Hotel,hotel,,-6.35967285,107.18192164999999,,
Le Premier,hotel,,-6.340063595670156,107.18821881293151,,
Alfamidi Super,supermarket,,-6.256312962640256,107.10368287624416,,
Indomaret Rawa Binong,convenience,,-6.299578949999999,106.90909364999999,Jalan Rawa Binong,Jakarta Timur
Indomaret Perum TMII,convenience,,-6.301024900000002,106.90797119999998,Jalan Rama Raya,Jakarta Timur
Indomaret Swadaya Cipayung,convenience,,-6.304532918467152,106.9112806942051,Jalan Swadaya Rawa Binong,Jakarta Timur
Indomaret Pagelarang,convenience,,-6.306780699999999,106.91620269999999,Jalan Pagelarang,Jakarta Timur
Indomaret Setu No.55,convenience,,-6.308140724871062,106.91506108623565,Jalan Setu,Jakarta Timur
Indomaret Setu Pagelarang,convenience,,-6.305316743966001,106.921303631509,Jalan Raya Pagelarang,Jakarta Timur
Eatlah Drinklah,fast_food,chicken;asian;chinese,-6.234063675002943,106.92344300609913,Jalan Radin Inten II,Jakarta Timur
Resinda Hotel Karawang,hotel,,-6.303281457183138,107.27748733131197,,
Okugai Cafe,cafe,,-6.324642791764997,107.35754080602072,,
Indomaret SPBU Setu Pagelarang,convenience,,-6.305797761524941,106.91679277897165,Jalan Pagelarang,Jakarta Timur
Interaksi Space,cafe,,-6.278278816582037,106.9755421092033,Jalan Pekayon Raya,Kota Bekasi
Hoka-Hoka Bento,fast_food,,-6.215496925891078,107.03340632210475,,
Dominos Pizza,fast_food,,-6.215552235815252,107.03338951955094,,
Coffee Time,cafe,coffee_shop,-6.215409511725061,107.03342621147873,,
Bebek Bensu,restaurant,,-6.215346617891609,107.03344539480325,,
Kantin Teknik,fast_food,,-6.229822519533449,106.92343234337102,,
Warung Bu Onih,food_court,,-6.591839694281059,106.91191807408845,,
Warung Pak Tatang,food_court,,-6.590147256684638,106.90057477010416,,
Radar Madura Mart,convenience,,-6.423927827725185,107.01106028251019,,
Narma Toserba,supermarket,,-6.407753510582903,106.98470815386177,,
Warung Leko,restaurant,indonesian,-6.278275489948646,107.04680926305763,,
Pampalassa,restaurant,indonesian,-6.278512057316688,107.04741772136431,,
SHSD,restaurant,indonesian;sundanese,-6.27893135,107.04645085,,
Bebek Kaleyo,restaurant,indonesian,-6.27870180901101,107.0465894171669,,
Bali Deso,restaurant,indonesian;balinese,-6.279346200000001,107.04653855000002,,
Gelar Waroeng,food_court,,-6.279843162423307,107.04601935502312,,
Miray Cafe,cafe,,-6.340655254529024,107.15388722487516,,
Es Kopi Boss,cafe,coffee_shop,-6.33765925,107.15329989999996,,
King's Coffee,cafe,,-6.343038449999998,107.15353024999997,,
Hotel Mekarsari Indah,hotel,,-6.410173609022788,107.00367437406715,,
Kebun Sunda,restaurant,indonesian,-6.407706149999998,107.00579989999999,,
Sudut Kedai,cafe,,-6.4081729176372475,107.00540865379544,,
Nasi Tempong Seped,restaurant,indonesian,-6.408308099999999,107.00527739999998,,
Hotel Pondok Mawar,hotel,,-6.415971234425322,107.02493988304784,,
Sushi Yay!,restaurant,sushi,-6.3330407,107.14012964999999,,
Rasa Umara,restaurant,indonesian,-6.333114677585467,107.13939604521596,,
Tipsy Hippo,bar,,-6.333078713130434,107.13965892758782,,
Bunderan Patung Ikan Pesona Gading Cibitung,park,,-6.249121555234835,107.10472651121076,,
GDeCe Food Garden,food_court,,-6.165740255513281,107.02125736438389,,
Sambal Bakar Indonesia,restaurant,indonesian,-6.177554262482815,106.95496821936366,,
Brits Hotel Karawang,hotel,,-6.305541099999998,107.27870315000001,,
UKM MART,supermarket,,-6.200925435358144,107.53461835462423,,
TPI Satar,seafood,,-6.203017000387737,107.59761656658519,,
Salon Fitri,coffee,,-6.203166950937147,107.53681675546845,,
Toko Copi Herman,coffee,,-6.202911900262227,107.53356911661638,,
Toko Copi,coffee,,-6.20463835,107.5353662,,
TPHT (Tempat Penjualan Hasil Tambak) Darat,seafood,,-6.202845199999998,107.59760589999996,,
Bumi Wiyata Hotel,hotel,,-6.379025899999999,106.8301283,Jalan Margonda Raya,"Kemirimuka, Beji, Depok, West Java"
Foodmart Fresh Plaza Semanggi,supermarket,,-6.219998199999999,106.81415539999999,,
Carrefour,supermarket,,-6.2230704,106.82604429999999,,
Hero,supermarket,,-6.2650962,106.82075909999999,,
The Dharmawangsa,hotel,,-6.2533599,106.8052625,Jl Brawijaya Raya,South Jakarta
Farmer's Market,supermarket,,-6.2183152999999995,106.8351265,,
Death by Chocolate,restaurant,,-6.2315654,106.8091207,,
Plaza Depok,supermarket,,-6.3921662,106.82568139999998,,
Planet Hollywood Jakarta,restaurant,american,-6.2270547999999994,106.81882150000001,,
Soto kudus,restaurant,,-6.243612,106.8112063,,
Lotte Mart,supermarket,,-6.2268317,106.80136019999999,,
KFC Gelael,fast_food,,-6.328113200000001,106.86542439999998,,
Aston Rasuna,hotel,,-6.2192714,106.8365341,Jalan Hajjah R. Rasuna Said,"Kuningan Menteng Atas, Setiabudi"
Kafe Betawi,restaurant,asian,-6.2179322,106.83529259999999,,
QBox Cafe,restaurant,asian,-6.217508999999999,106.83519809999999,,
Comics Cafe,restaurant,american,-6.217616699999999,106.8352278,,
Wendy's,fast_food,burger,-6.2215452,106.8327589,,
7-Eleven,convenience,,-6.221716999999999,106.83271949999998,"Pasar Festival, Jalan Hr. Rasuna Said",South Jakarta
Star Mart,convenience,,-6.2204315999999995,106.8358151,,
Pondok Nirwana,motel,,-6.244485899999999,106.86415019999998,,
Takarajima,restaurant,japanese,-6.3609294,106.83322709999999,Jalan Margonda Raya,
Alfa Midi,convenience,,-6.366282299999999,106.8342198,,
Otel Lobby,restaurant,international,-6.2187839999999985,106.83420139999998,,
Loewy,restaurant,french,-6.227497099999999,106.8256943,,
Food Colony,food_court,asian;indonesian,-6.2212565,106.83374139999998,,
Pastis,restaurant,italian,-6.2073613,106.82762059999999,,
Circle K,convenience,,-6.207218600000001,106.8269636,,
Bakmi Langgara,restaurant,asian,-6.394082900000001,106.81441839999998,,
Bakso Keraton,restaurant,regional,-6.399102799999999,106.82063759999998,,
Enny Bakery,bakery,,-6.394632099999999,106.8143002,,
Mie Ayam 88,fast_food,chinese,-6.394796899999999,106.8142823,,
Bebek Tiktok,restaurant,,-6.3612849,106.83374309999999,Jalan Margonda Raya,
Es Pocong,restaurant,,-6.361163799999999,106.833277,Jalan Margonda Raya,
Mie Ayam Fajar,restaurant,,-6.361841899999998,106.8333779,Jalan Margonda Raya,
Pecel Lele Lela,restaurant,,-6.363422899999998,106.8335068,,
Warung Sate Gajah,restaurant,,-6.366355100000001,106.8334878,,
Indomart Mahakam,convenience,,-6.385138699999999,106.84680790000002,,
Indomart Tungkal,convenience,,-6.386392099999999,106.85229379999998,,
Telaga Restaurant,restaurant,,-6.3715716,106.8967083,,
Hotel Genggong,hotel,,-6.3695367,106.8616158,,
DIM SUM,restaurant,chinese,-6.3680324,106.8338964,,
Kuliner Sore Gang Pinang,food_court,,-6.367280699999999,106.8352577,,
Rumah Makan Bude,restaurant,regional,-6.3679445,106.83426089999999,,
Rumah Makan Padang Sederhana,restaurant,regional,-6.3674045,106.83512489999998,,
Wisma Hijau,hotel,,-6.364962499999999,106.86573829999999,,
Ayam Balphuss,restaurant,,-6.201318299999999,106.88579979999999,,
Riung Tenda,restaurant,,-6.201135799999999,106.88581529999999,,
Ikan Bakar Banyuwangi,restaurant,,-6.200742199999998,106.88583169999998,,
Indomaret Putri Tunggal,convenience,,-6.382142399999999,106.88598949999998,,
Hanamasa Cibubur,restaurant,japanese,-6.375495299999998,106.89731979999999,,
Cafe Al Tahrir,cafe,,-6.2205601,106.83255050000001,,
Dim Sum Inc,restaurant,,-6.221683299999999,106.83293,,
Heartz Chicken Buffet,restaurant,,-6.2216816999999995,106.8330017,,
Ko he Noor,restaurant,,-6.2217055,106.83281199999999,,
de Resto,restaurant,,-6.221676899999999,106.83296189999999,,
Bakmi GM,restaurant,,-6.221618199999998,106.83336869999998,,
Alex Pizza e Pasta,fast_food,,-6.2174805,106.83473139999998,,
Allegra Bistro and Bar,bar,,-6.2182248,106.83460299999999,,
Caho Mung Qui Khach,restaurant,,-6.2181548,106.8345863,,
Daily Bread Bakery and Cafe,cafe,,-6.2180374,106.83454919999998,,
Dapur Melayu,restaurant,asian,-6.217896499999999,106.8345593,,
E Corner,restaurant,,-6.2186576,106.83500300000001,,
Ho Lung Sechan Cuisine,restaurant,asian,-6.2183459999999995,106.83520039999999,,
Kopi Luwak,cafe,,-6.218245399999998,106.8352645,,
Madam Kwok,restaurant,,-6.217655,106.8347415,,
Mangotree Bistro,restaurant,,-6.2184859,106.8348267,,
Moodz Gastro Bar,bar,,-6.2184399,106.8351498,,
Pandav Coffee;pandav coffe,cafe,coffee_shop,-6.2182606,106.8346496,,South Jakarta
Talaga,restaurant,,-6.217698600000001,106.8352477,,
Tgrill,restaurant,,-6.217591199999999,106.83475839999998,,
Usselsspring,restaurant,,-6.2177623,106.8349136,,
Eastern Promise,restaurant,,-6.255011299999999,106.80930739999998,,
Kembang Goela,restaurant,indonesia,-6.217460099999999,106.81666729999999,,
Mbah Jingkrak Setiabudi,restaurant,indonesian,-6.208812100000001,106.82677819999999,,
Mamink Daeng Tata,restaurant,regional,-6.223934399999999,106.8515147,KH Abdul Syafii,
Sinar Garut Bogasari 3,food_court,,-6.364559,106.83320599999999,,
Hacienda,restaurant,mexican,-6.224920000000001,106.80142499999998,,
sushimise Kemang,fast_food,sushi,-6.2553464000000005,106.81354249999998,Kemang Raya Street,
PEPeNERO,restaurant,,-6.233008300000001,106.83124509999999,,
Die Stube,pub,,-6.2557673,106.8087685,,
Indoguna,supermarket,,-6.2393277,106.81157709999998,,
The Westin Jakarta,hotel,,-6.2238997,106.83368589999999,Jalan Hajjah R. Rasuna Said,Jakarta
Rava House,restaurant,regional,-6.2277225,106.85486319999998,Tebet Utara 4C,Jakarta Selatan
Musketeers,restaurant,regional,-6.2275834,106.85512329999999,Tebet Utara 1A,"Tebet, South Jakarta"
Kebab Baba Rafi,restaurant,regional,-6.2277934,106.8552056,Tebet Utara Dalam,"Tebet, South Jakarta"
Bakul TUkul,restaurant,regional,-6.2272402,106.8548485,Tebet Utara Dalam,"Tebet, South Jakarta"
Nasi Bebek,restaurant,regional,-6.227208,106.8549559,,
Ayam Panggang Rawamangun,restaurant,chicken,-6.226384999999999,106.85496249999998,Tebet Utara Dalam,Jakarta Selatan
Teras Quliner Kalibata Square,food_court,,-6.2571256,106.853161,,
Rumah Solo,restaurant,,-6.2798912,106.81567889999998,,
Rollingstonescafe,cafe,,-6.276945,106.8201803,"Jl. Ampera Raya, Cilandak Tim., Ps. Minggu",South Jakarta
Anomali,cafe,,-6.265232799999999,106.82049409999999,,
Amigos,restaurant,mexican,-6.265304999999999,106.8203852,,
Jambo Kupi,cafe,Acehnese,-6.298063699999999,106.8401469,,
Sate Senayan,restaurant,,-6.2554346999999995,106.80955579999998,,
Holy Cow,restaurant,,-6.2330142,106.8123941,,
MM Juice,restaurant,,-6.241856699999999,106.8101246,,
The Cake Storage,cafe,coffee_shop,-6.225815699999999,106.85748119999998,KH Abdul Syafi'ie,East Tebet
Bluegrass Bar & Grill,restaurant,american,-6.2194937,106.8342823,Jalan Epicentrum Tengah,South Jakarta
Kantin Prima,restaurant,,-6.3665944,106.8281626,,
Warung Bang Hoody,restaurant,,-6.2775587999999996,106.82745359999998,,
BlackCat Jazz & Blues Club,pub,,-6.2250198999999995,106.8012222,,
Kopi Oey,cafe,,-6.2542917,106.83082439999998,,
Aceh Jame Kupi,cafe,Aceh,-6.2533985,106.84209499999999,,
Ayam Goreng Berkah Rachmat,restaurant,,-6.247903999999999,106.80053809999998,,
Takigawa Resto,restaurant,,-6.373701799999999,106.8355764,,
Cwie Mie Malang,restaurant,,-6.301542200000001,106.83705549999999,,
Pasar Enjo,supermarket,,-6.215008299999999,106.87829749999999,,
Ben's Mart,convenience,,-6.2471794,106.80813189999999,,
Anomali Cafe,cafe,,-6.267361099999999,106.8154346,,
Bubur Ayam Ponpes At-Thoyyibah,fast_food,asian,-6.2892551,106.8121354,Jeruk Purut,RW 03
The Grove Suites by GRAND ASTON;The Grove Suites,hotel,,-6.2173821,106.8343518,Jalan Epicentrum Tengah,South Jakarta
Titik Temu,cafe,,-6.2272833,106.80930729999999,,
Minilovebites,bakery,,-6.2246042,106.81007019999998,,
Wareg Catering,restaurant,regional,-6.293983999999999,106.81585119999998,Cilandak KKO,Cilandak Timur
"The Mayflower, Jakarta - Marriott Executive Apartments",hotel,,-6.2084117,106.82251989999999,Jalan Jenderal Sudirman,South Jakarta
Kanpai Kedai Jepang,restaurant,japanese,-6.2574201,106.8531174,Kalibata City Tower Cendana,Jakarta Selatan
Pisang Pasir,bakery,,-6.304159899999998,106.84490929999998,,
Taman Jajan Babe,food_court,,-6.3042267999999995,106.8449226,,
Soto Gebrak!,restaurant,,-6.224826,106.8531475,,
Sop Konro,restaurant,,-6.223997600000001,106.8516889,,
Bakmi Toko TIga,restaurant,,-6.2413781,106.8473812,,
Toodz House - Cipete,cafe,,-6.277919,106.80182199999999,Jalan Cipete Raya,
Hard Rock Cafe,restaurant,american,-6.2254252999999995,106.80988709999998,,
Cacaoté,cafe,,-6.2324674,106.81106229999999,Jl. Senopati Raya,South Jakarta
A&W-HALIM PERDANAKUSUMA,restaurant,fast_food,-6.265147399999999,106.88502699999998,Jl. Protokol Halim Perdana Kusuma,East Jakarta
Pop! Hotel Tebet - Jakarta,hotel,,-6.232972999999999,106.8447543,Jl. Prof. Dr. Supomo,South Jakarta
Fave Hotel PGC Cililitan,hotel,,-6.262375899999999,106.864919,Jl. Mayjen Sutoyo,"Cililitan, Kramat Jati, East Jakarta"
Favehotel Melawai Blok M,hotel,,-6.244458899999999,106.80147729999999,Jalan Melawai 4,"Melawai, South Jakarta"
Comic Cafe,cafe,regional,-6.228346200000001,106.8550641,Jalan Tebet Raya,"Tebet, South Jakarta"
Artotel,hotel,,-6.221526299999999,106.8150855,Jalan Jenderal Gatot Subroto Kav. 2-3,South Jakarta
Grand Wijaya Center,restaurant,,-6.253625500000001,106.8002819,"Jl. Wijaya 2 Ruko/Rukan, Melawai, Kebayoran Baru",South Jakarta
Ministop,convenience,,-6.209361299999999,106.82510130000001,Jl. Setia Budi III,South Jakarta
Pacific Restaurant & Lounge,restaurant,,-6.2240872,106.80953939999999,Jalan Jend. Sudirman,South Jakarta
KFC Margonda,fast_food,,-6.374414999999999,106.83257799999998,Jalan Raya Margonda,"Depok, West Java"
Amaris Hotel Pancoran,hotel,,-6.2474683,106.8432049,Jl. Raya Pasar Minggu,"Pasar Minggu, South Jakarta"
Amaris Hotel Dr. Satrio Kuningan,hotel,,-6.225574,106.82964739999998,Jl. Prof. DR. Satrio No.10,"Setiabudi, South Jakarta"
Fave Hotel Jakarta Gatot Subroto,hotel,,-6.227373099999999,106.82005589999999,Jl. Kartika Chandra,"Semanggi, South Jakarta"
The Ritz-Carlton Jakarta,hotel,,-6.2237809,106.80981649999998,"Sudirman Central Business District (SCBD), Jl. Jendral Sudirman",South Jakarta
Harris Suites fX Sudirman - Jakarta,hotel,,-6.2253017999999996,106.80388919999999,Jl. Jend Sudirman,"Senayan, Central Jakarta"
NEO Hotel Tendean - Jakarta,hotel,,-6.2387752999999995,106.8176696,Jl. Wolter Monginsidi,South Jakarta
Sawana Suites,hotel,,-6.208496799999999,106.8059879,Jalan Danau Limboto,
Abunawas Restaurant,restaurant,,-6.2005438999999996,106.8528692,Jalan Matraman Raya,"Kebon Manggis, Matraman, East Jakarta"
Anomali Coffee Senopati,cafe,,-6.230719400000001,106.80818209999998,Jalan Senopati,"Senayan, South Jakarta"
Green Bamboo Residence,hotel,,-6.2185042,106.8259285,Jl. Anggrek 4,South Jakarta
Sofyan Inn Tebet,hotel,,-6.2368755,106.8444296,"Jl. Prof Dr Soepomo SH, Tebet Barat, Tebet",South Jakarta
SOUTHBOX,restaurant,,-6.250775199999999,106.80956489999998,"Jl. Prapanca Raya, Pulo",South Jakarta
Hause,restaurant,,-6.2077643999999985,106.8284283,Jalan Setia Budi Selatan,South Jakarta
Kemang Vista Residences,guest_house,,-6.277317999999999,106.8180202,Jalan Pedurenan Buntu,"Pasar Minggu, South Jakarta"
Bakso Cemplon,restaurant,,-6.209441799999999,106.8261734,Jalan Setia Budi 2,Setiabudi
Bakso Solo Samrat,restaurant,,-6.222545600000001,106.8213808,Jl. Prof. DR. Satrio,"Karet Kuningan, South Jakarta"
Bamboo Dim Sum,restaurant,,-6.2259636,106.8585708,Jl. Tebet Raya,"Tebet, South Jakarta"
Bebek Kaleyo 6,restaurant,,-6.225604999999998,106.85673109999999,Jalan Lapangan Roos No.49,"Bukit Duri, Tebet, South Jakarta"
Beer Brother Kemang,cafe,,-6.2570259,106.81025319999999,Jalan Raya Taman Kemang 2,"Kebayoran Baru, South Jakarta"
Caribou Coffee,cafe,coffee_shop,-6.230260399999999,106.8040777,Jalan Senopati,"Senayan, South Jakarta"
Kuningan Village,restaurant,,-6.214854299999998,106.8281743,Jl. Karbela Timur,"Setiabudi, South Jakarta"
Cipta Hotel Pancoran,hotel,,-6.247308999999999,106.84319659999998,Jalan Raya Pasar Minggu Kav. 19,"Pasar Minggu, South Jakarta"
Cosmo Amaroossa Hotel,hotel,,-6.276453799999999,106.80860769999998,Jl. Pangeran Antasari,"Cipete Sel., Kby. Baru, South Jakarta"
Crematology Coffee Roasters,cafe,,-6.2288012,106.83388309999998,Jalan Hajjah R. Rasuna Said,"Setiabudi, South Jakarta"
Lucy in The Sky,restaurant,,-6.2267713,106.80695439999998,Jalan Jend. Sudirman,"Senayan, South Jakarta"
Eat Happens Tebet,cafe,regional,-6.228186299999999,106.85524999999998,l. Tebet Utara Dalam,"Tebet, South Jakarta"
Mbah Jingkrak,restaurant,,-6.208821299999999,106.8268464,Jl. Setiabudi Tengah,"Setiabudi, South Jakarta"
Gelato Bar,ice_cream,,-6.2533566999999985,106.80131769999998,The Darmawangsa Square Lantai Dasar,"Kebayoran Baru, South Jakarta"
K3 Mart,convenience,,-6.2277033,106.80954870000001,,
McDonald's TB Simatupang,fast_food,,-6.3038093,106.8479395,Jalan TB. Simatupang,"Tanjung Barat, South Jakarta"
Restoran Pizza Hut - Gatot Subroto Jakarta,restaurant,,-6.2414782,106.83953479999998,"Jl. Jenderal Gatot Subroto, Kav. 1000, RT 10 RW 01, Tebet, Menteng Dalam",South Jakarta
Giant Cimanggis,supermarket,,-6.3709535,106.8608768,Jalan Raya Bogor Km. 31,"Cimanggis, Tugu, Depok"
